Age_at_enrollment,Gender,Marital_status,Scholarship_holder,Debtor,Tuition_fees_up_to_date,International,Educational_special_needs,Previous_qualification_grade,Admission_grade,Application_order,Application_mode,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Passing_ratio_1st_sem,Grade_difference,Participation_ratio_1st_sem,Age_category_<20,Age_category_20-25,Age_category_26-30,Age_category_31-40,Age_category_>40,Performance_category_Average,Performance_category_Below Average,Performance_category_Excellent,Performance_category_Good,Performance_category_Poor,Application_priority_High,Application_priority_Low,Status_Dropout,Status_Enrolled,Status_Graduate,Cluster,Risk_Category,Risk_Level
0.0566037735849056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2842105263157894,0.3399999999999999,0.5555555555555556,0.2857142857142857,0.0,0.0,0.0,0.4186046511627907,0.2558139534883721,0.0257731958762886,0.0461538461538461,0.8571428571428571,0.5378571428571428,0.3522947640594699,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,3,Tinggi,2
0.0377358490566037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.5,0.1111111111111111,0.25,0.2307692307692307,0.2307692307692307,0.7417218543046358,0.0,0.0465116279069767,0.0154639175257731,0.0153846153846153,1.0,0.375,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0377358490566037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2842105263157894,0.3136842105263157,0.5555555555555556,0.0,0.2307692307692307,0.0,0.0,0.8372093023255814,0.8372093023255814,0.0463917525773195,0.0461538461538461,0.0,0.52,0.0,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,2,Tinggi,2
0.0566037735849056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2842105263157894,0.2589473684210526,0.2222222222222222,0.2857142857142857,0.2307692307692307,0.2307692307692307,0.7114474929044465,0.8604651162790697,0.8372093023255814,0.0257731958762886,0.0153846153846153,1.0,0.4828571428571428,0.3809523809523809,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.5283018867924528,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0526315789473684,0.4894736842105263,0.1111111111111111,0.6785714285714286,0.2307692307692307,0.1923076923076923,0.6534216335540839,0.8372093023255814,0.8604651162790697,0.0463917525773195,0.0461538461538461,0.8333333333333334,0.7964285714285714,0.4285714285714285,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.6226415094339622,1.0,0.2,0.0,1.0,1.0,0.0,0.0,0.4010526315789473,0.2084210526315789,0.1111111111111111,0.6785714285714286,0.1923076923076923,0.1923076923076923,0.6281929990539262,0.8372093023255814,0.8372093023255814,0.0463917525773195,0.0358974358974358,1.0,0.3692857142857143,0.5714285714285714,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4947368421052631,0.3515789473684211,0.1111111111111111,0.0,0.2692307692307692,0.2692307692307692,0.704635761589404,0.4186046511627907,0.8604651162790697,0.0360824742268041,0.0512820512820512,1.0,0.4028571428571429,0.3673469387755102,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0943396226415094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2526315789473684,0.1905263157894736,0.4444444444444444,0.3035714285714285,0.1923076923076923,0.0,0.0,0.8372093023255814,0.8372093023255814,0.0463917525773195,0.0461538461538461,0.0,0.4578571428571428,0.2857142857142857,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,2,Tinggi,2
0.0754716981132075,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4421052631578947,0.3610526315789475,0.3333333333333333,0.0,0.2307692307692307,0.2307692307692307,0.7350993377483444,0.0,0.0,0.0463917525773195,0.0461538461538461,1.0,0.445,0.3809523809523809,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4526315789473684,0.2947368421052631,0.1111111111111111,0.0,0.2307692307692307,0.1923076923076923,0.6039735099337749,0.0,0.4186046511627907,0.0206185567010309,0.0358974358974358,0.8333333333333334,0.3928571428571428,0.4285714285714285,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,1,Medium,1
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4631578947368421,0.3747368421052631,0.1111111111111111,0.0,0.2307692307692307,0.2307692307692307,0.6534216335540839,0.8604651162790697,0.4186046511627907,0.0257731958762886,0.0358974358974358,1.0,0.4399999999999999,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.431578947368421,0.2557894736842105,0.1111111111111111,0.0,0.3076923076923077,0.2692307692307692,0.7000946073793756,0.4186046511627907,0.8604651162790697,0.0463917525773195,0.0461538461538461,0.875,0.3807142857142856,0.2857142857142857,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.0377358490566037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.3705263157894735,0.2222222222222222,0.0,0.2307692307692307,0.0,0.0,0.4186046511627907,0.8372093023255814,0.0206185567010309,0.0461538461538461,0.0,0.4799999999999999,0.2857142857142857,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,2,Tinggi,2
0.0754716981132075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1578947368421052,0.1768421052631578,0.1111111111111111,0.9285714285714286,0.2307692307692307,0.2307692307692307,0.5600756859035004,0.0,0.0,0.0206185567010309,0.0358974358974358,1.0,0.5128571428571428,0.3333333333333333,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5684210526315789,0.443157894736842,0.1111111111111111,0.0,0.1923076923076923,0.1538461538461538,0.7019867549668874,0.8604651162790697,0.8372093023255814,0.0257731958762886,0.0256410256410256,0.8,0.415,0.3999999999999999,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.0566037735849056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3368421052631579,0.2705263157894737,0.1111111111111111,0.0,0.2307692307692307,0.1923076923076923,0.6993377483443708,0.4186046511627907,0.8372093023255814,0.0463917525773195,0.0153846153846153,0.8333333333333334,0.455,0.2857142857142857,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,1,Medium,1
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4421052631578947,0.4463157894736843,0.1111111111111111,0.3035714285714285,0.2307692307692307,0.0384615384615384,0.6357615894039735,0.4186046511627907,0.8604651162790697,0.0257731958762886,0.041025641025641,0.1666666666666666,0.5028571428571429,0.4761904761904762,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,4,Tinggi,2
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4210526315789473,0.3399999999999999,0.2222222222222222,0.2857142857142857,0.2692307692307692,0.2692307692307692,0.7049668874172186,0.4186046511627907,0.0,0.0257731958762886,0.0205128205128205,1.0,0.445,0.3265306122448979,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0566037735849056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4421052631578947,0.4347368421052632,0.1111111111111111,0.0,0.1923076923076923,0.1538461538461538,0.6622516556291391,0.0465116279069767,0.4186046511627907,0.0154639175257731,0.0256410256410256,0.8,0.4950000000000001,0.4571428571428572,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4736842105263157,0.311578947368421,0.1111111111111111,0.0,0.2692307692307692,0.2307692307692307,0.6181015452538631,0.4186046511627907,0.4186046511627907,0.0360824742268041,0.0358974358974358,0.8571428571428571,0.3899999999999999,0.2857142857142857,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,Medium,1
0.0754716981132075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2842105263157894,0.2663157894736842,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0463917525773195,0.041025641025641,0.8571428571428571,0.4878571428571428,0.3522947640594699,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,3,Tinggi,2
0.0566037735849056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3368421052631579,0.2821052631578947,0.4444444444444444,0.3035714285714285,0.2692307692307692,0.2692307692307692,0.6059602649006622,0.0,0.8604651162790697,0.0206185567010309,0.0358974358974358,1.0,0.4628571428571428,0.5714285714285714,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0,Rendah,0
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4947368421052631,0.3210526315789473,0.4444444444444444,0.0,0.3076923076923077,0.2692307692307692,0.6811731315042574,0.4186046511627907,0.4186046511627907,0.0051546391752577,0.0051282051282051,0.875,0.3821428571428571,0.4285714285714285,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1,Medium,1
0.0377358490566037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3157894736842105,0.2094736842105263,0.4444444444444444,0.0,0.2307692307692307,0.2307692307692307,0.7086092715231788,0.0,0.8604651162790697,0.0206185567010309,0.0358974358974358,1.0,0.4278571428571429,0.3809523809523809,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,Rendah,0
0.0377358490566037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3263157894736842,0.3042105263157895,0.1111111111111111,0.0,0.2692307692307692,0.2307692307692307,0.704459161147903,0.4186046511627907,0.4186046511627907,0.0154639175257731,0.0358974358974358,0.8571428571428571,0.485,0.3265306122448979,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.0188679245283018,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5894736842105263,0.6526315789473685,0.1111111111111111,0.0,0.2307692307692307,0.1923076923076923,0.614569536423841,0.4186046511627907,0.8604651162790697,0.0463917525773195,0.0461538461538461,0.8333333333333334,0.5428571428571428,0.3809523809523809,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,Medium,1
0.0754716981132075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2105263157894736,0.2252631578947369,0.2222222222222222,0.2857142857142857,0.2307692307692307,0.2307692307692307,0.6026490066225165,0.4186046511627907,0.8604651162790697,0.0360824742268041,0.041025641025641,1.0,0.51,0.4285714285714285,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4526315789473684,0.3789473684210526,0.1111111111111111,0.0,0.1923076923076923,0.1923076923076923,0.6710816777041942,0.4186046511627907,0.4186046511627907,0.0154639175257731,0.0153846153846153,1.0,0.45,0.5142857142857143,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,Rendah,0
0.0566037735849056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4210526315789473,0.2852631578947368,0.1111111111111111,0.0,0.1923076923076923,0.1923076923076923,0.6357615894039735,0.4186046511627907,0.0,0.0463917525773195,0.0461538461538461,1.0,0.4078571428571428,0.3428571428571428,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
